Start,Finish,Active Calories (kcal),Distance (mi),Flights Climbed (count),Steps (count)
01-Mar-2019 00:00,02-Mar-2019 00:00,0.0,0.0,4.0,5851.0
02-Mar-2019 00:00,03-Mar-2019 00:00,0.0,0.0,1.0,4198.0
03-Mar-2019 00:00,04-Mar-2019 00:00,0.0,0.0,0.0,3876.0
04-Mar-2019 00:00,05-Mar-2019 00:00,0.0,0.0,1.0,5094.0
05-Mar-2019 00:00,06-Mar-2019 00:00,0.0,0.0,3.0,6479.0
06-Mar-2019 00:00,07-Mar-2019 00:00,0.0,0.0,0.0,1218.0
07-Mar-2019 00:00,08-Mar-2019 00:00,0.0,0.0,11.0,8916.0
08-Mar-2019 00:00,09-Mar-2019 00:00,0.0,0.0,1.0,2526.0
09-Mar-2019 00:00,10-Mar-2019 00:00,0.0,0.0,3.0,4128.0
10-Mar-2019 00:00,11-Mar-2019 00:00,0.0,0.0,6.0,3610.0
11-Mar-2019 00:00,12-Mar-2019 00:00,0.0,0.0,4.0,2969.0
12-Mar-2019 00:00,13-Mar-2019 00:00,0.0,0.0,11.0,5370.0
13-Mar-2019 00:00,14-Mar-2019 00:00,0.0,0.0,0.0,41.0
14-Mar-2019 00:00,15-Mar-2019 00:00,0.0,0.0,0.0,463.0
15-Mar-2019 00:00,16-Mar-2019 00:00,0.0,0.0,2.0,3313.0
16-Mar-2019 00:00,17-Mar-2019 00:00,0.0,0.0,2.0,1770.0
17-Mar-2019 00:00,18-Mar-2019 00:00,0.0,0.0,4.0,2519.0
18-Mar-2019 00:00,19-Mar-2019 00:00,0.0,0.0,1.0,2962.0
19-Mar-2019 00:00,20-Mar-2019 00:00,0.0,0.0,2.0,3130.0
20-Mar-2019 00:00,21-Mar-2019 00:00,0.0,0.0,5.0,8122.0
21-Mar-2019 00:00,22-Mar-2019 00:00,0.0,0.0,1.0,2298.0
22-Mar-2019 00:00,23-Mar-2019 00:00,0.0,0.0,2.0,4746.0
23-Mar-2019 00:00,24-Mar-2019 00:00,0.0,0.0,0.0,858.0
24-Mar-2019 00:00,25-Mar-2019 00:00,0.0,0.0,4.0,3076.0
25-Mar-2019 00:00,26-Mar-2019 00:00,0.0,0.0,1.0,6267.0
26-Mar-2019 00:00,27-Mar-2019 00:00,0.0,0.0,5.0,5191.0
27-Mar-2019 00:00,28-Mar-2019 00:00,0.0,0.0,6.0,6078.0
28-Mar-2019 00:00,29-Mar-2019 00:00,0.0,0.0,2.0,3267.0
29-Mar-2019 00:00,30-Mar-2019 00:00,0.0,0.0,4.0,4608.0
30-Mar-2019 00:00,31-Mar-2019 00:00,0.0,0.0,5.0,8193.0
31-Mar-2019 00:00,01-Apr-2019 00:00,0.0,0.0,8.0,1936.0
01-Apr-2019 00:00,02-Apr-2019 00:00,0.0,0.0,5.0,5730.0
02-Apr-2019 00:00,03-Apr-2019 00:00,0.0,0.0,8.0,6615.0
03-Apr-2019 00:00,04-Apr-2019 00:00,0.0,0.0,2.0,3212.0
04-Apr-2019 00:00,05-Apr-2019 00:00,0.0,0.0,21.0,14749.0
05-Apr-2019 00:00,06-Apr-2019 00:00,0.0,0.0,1.0,1683.0
06-Apr-2019 00:00,07-Apr-2019 00:00,0.0,0.0,8.0,13181.0
07-Apr-2019 00:00,08-Apr-2019 00:00,0.0,0.0,4.0,7362.0
08-Apr-2019 00:00,09-Apr-2019 00:00,0.0,0.0,3.0,5587.0
09-Apr-2019 00:00,10-Apr-2019 00:00,0.0,0.0,3.0,4507.0
10-Apr-2019 00:00,11-Apr-2019 00:00,0.0,0.0,0.0,3872.0
11-Apr-2019 00:00,12-Apr-2019 00:00,0.0,0.0,1.0,4559.0
12-Apr-2019 00:00,13-Apr-2019 00:00,0.0,0.0,2.0,4837.0
13-Apr-2019 00:00,14-Apr-2019 00:00,0.0,0.0,6.0,3646.0
14-Apr-2019 00:00,15-Apr-2019 00:00,0.0,0.0,0.0,0.0
15-Apr-2019 00:00,16-Apr-2019 00:00,0.0,0.0,2.0,1378.0
16-Apr-2019 00:00,17-Apr-2019 00:00,0.0,0.0,2.0,2023.0
17-Apr-2019 00:00,18-Apr-2019 00:00,0.0,0.0,0.0,4325.0
18-Apr-2019 00:00,19-Apr-2019 00:00,0.0,0.0,3.0,3006.0
19-Apr-2019 00:00,20-Apr-2019 00:00,0.0,0.0,24.0,9644.0
20-Apr-2019 00:00,21-Apr-2019 00:00,0.0,0.0,4.0,945.0
21-Apr-2019 00:00,22-Apr-2019 00:00,0.0,0.0,4.0,6219.0
22-Apr-2019 00:00,23-Apr-2019 00:00,0.0,0.0,0.0,2372.0
23-Apr-2019 00:00,24-Apr-2019 00:00,0.0,0.0,4.0,6108.0
24-Apr-2019 00:00,25-Apr-2019 00:00,0.0,0.0,0.0,2628.0
25-Apr-2019 00:00,26-Apr-2019 00:00,0.0,0.0,21.0,11707.0
26-Apr-2019 00:00,27-Apr-2019 00:00,0.0,0.0,0.0,6630.0
27-Apr-2019 00:00,28-Apr-2019 00:00,0.0,0.0,0.0,242.0
28-Apr-2019 00:00,29-Apr-2019 00:00,0.0,0.0,0.0,3686.07607455955
29-Apr-2019 00:00,30-Apr-2019 00:00,0.0,0.0,9.0,4027.92392544045
30-Apr-2019 00:00,01-May-2019 00:00,0.0,0.0,9.0,10946.0
01-May-2019 00:00,02-May-2019 00:00,0.0,0.0,19.0,11910.0
02-May-2019 00:00,03-May-2019 00:00,0.0,0.0,3.0,1340.0
03-May-2019 00:00,04-May-2019 00:00,0.0,0.0,4.0,6854.0
04-May-2019 00:00,05-May-2019 00:00,0.0,0.0,7.0,7276.0
05-May-2019 00:00,06-May-2019 00:00,0.0,0.0,1.0,3994.0
06-May-2019 00:00,07-May-2019 00:00,0.0,0.0,7.0,2746.0
07-May-2019 00:00,08-May-2019 00:00,0.0,0.0,4.0,8876.0
08-May-2019 00:00,09-May-2019 00:00,0.0,0.0,0.0,370.0
09-May-2019 00:00,10-May-2019 00:00,0.0,0.0,0.0,881.0
10-May-2019 00:00,11-May-2019 00:00,0.0,0.0,14.0,5546.0
11-May-2019 00:00,12-May-2019 00:00,0.0,0.0,0.0,2856.0
12-May-2019 00:00,13-May-2019 00:00,0.0,0.0,7.0,4799.0
13-May-2019 00:00,14-May-2019 00:00,0.0,0.0,22.0,12387.0
14-May-2019 00:00,15-May-2019 00:00,0.0,0.0,5.0,5733.0
15-May-2019 00:00,16-May-2019 00:00,0.0,0.0,1.0,4624.0
16-May-2019 00:00,17-May-2019 00:00,0.0,0.0,6.0,5310.0
17-May-2019 00:00,18-May-2019 00:00,0.0,0.0,10.0,6242.0
18-May-2019 00:00,19-May-2019 00:00,0.0,0.0,2.0,3057.0
19-May-2019 00:00,20-May-2019 00:00,0.0,0.0,3.0,3666.0
20-May-2019 00:00,21-May-2019 00:00,0.0,0.0,14.0,2476.0
21-May-2019 00:00,22-May-2019 00:00,0.0,0.0,65.0,8571.0
22-May-2019 00:00,23-May-2019 00:00,0.0,0.0,73.0,15209.8822047333
23-May-2019 00:00,24-May-2019 00:00,0.0,0.0,40.0,14522.1177952667
24-May-2019 00:00,25-May-2019 00:00,0.0,0.0,44.0,18040.0
25-May-2019 00:00,26-May-2019 00:00,0.0,0.0,29.0,20015.5404292687
26-May-2019 00:00,27-May-2019 00:00,0.0,0.0,14.0,6903.53656014829
27-May-2019 00:00,28-May-2019 00:00,0.0,0.0,4.0,9339.92301058298
28-May-2019 00:00,29-May-2019 00:00,0.0,0.0,201.0,16308.0751784292
29-May-2019 00:00,30-May-2019 00:00,0.0,0.0,280.0,20331.8049117558
30-May-2019 00:00,31-May-2019 00:00,0.0,0.0,217.0,18178.5052675759
31-May-2019 00:00,01-Jun-2019 00:00,0.0,0.0,80.0,8849.3411025665
01-Jun-2019 00:00,02-Jun-2019 00:00,0.0,0.0,3.0,9141.27353967253
02-Jun-2019 00:00,03-Jun-2019 00:00,0.0,0.0,14.0,4954.0
03-Jun-2019 00:00,04-Jun-2019 00:00,0.0,0.0,35.0,12112.0
04-Jun-2019 00:00,05-Jun-2019 00:00,0.0,0.0,26.0,8239.75795940062
05-Jun-2019 00:00,06-Jun-2019 00:00,0.0,0.0,4.0,10637.2420405994
06-Jun-2019 00:00,07-Jun-2019 00:00,0.0,0.0,7.0,8188.13851133136
07-Jun-2019 00:00,08-Jun-2019 00:00,0.0,0.0,0.0,5138.86148866864
08-Jun-2019 00:00,09-Jun-2019 00:00,0.0,0.0,1.0,8528.0
09-Jun-2019 00:00,10-Jun-2019 00:00,0.0,0.0,0.0,530.0
10-Jun-2019 00:00,11-Jun-2019 00:00,0.0,0.0,4.0,3106.0
11-Jun-2019 00:00,12-Jun-2019 00:00,0.0,0.0,9.0,4707.0
12-Jun-2019 00:00,13-Jun-2019 00:00,0.0,0.0,12.0,9141.0
13-Jun-2019 00:00,14-Jun-2019 00:00,0.0,0.0,0.0,3220.0
14-Jun-2019 00:00,15-Jun-2019 00:00,0.0,0.0,12.0,11116.0
15-Jun-2019 00:00,16-Jun-2019 00:00,0.0,0.0,15.0,6715.0
16-Jun-2019 00:00,17-Jun-2019 00:00,0.0,0.0,1.0,3122.0
17-Jun-2019 00:00,18-Jun-2019 00:00,0.0,0.0,14.0,7969.0
18-Jun-2019 00:00,19-Jun-2019 00:00,0.0,0.0,2.0,4005.0
19-Jun-2019 00:00,20-Jun-2019 00:00,0.0,0.0,4.0,5258.0
20-Jun-2019 00:00,21-Jun-2019 00:00,0.0,0.0,8.0,5064.0
21-Jun-2019 00:00,22-Jun-2019 00:00,0.0,0.0,10.0,4894.0
22-Jun-2019 00:00,23-Jun-2019 00:00,0.0,0.0,42.0,6951.0
23-Jun-2019 00:00,24-Jun-2019 00:00,0.0,0.0,6.0,5877.0
24-Jun-2019 00:00,25-Jun-2019 00:00,0.0,0.0,4.0,3262.0
25-Jun-2019 00:00,26-Jun-2019 00:00,0.0,0.0,2.0,4517.0
26-Jun-2019 00:00,27-Jun-2019 00:00,0.0,0.0,3.0,6276.0
27-Jun-2019 00:00,28-Jun-2019 00:00,0.0,0.0,36.0,4445.0
28-Jun-2019 00:00,29-Jun-2019 00:00,0.0,0.0,2.0,2952.0
29-Jun-2019 00:00,30-Jun-2019 00:00,0.0,0.0,2.0,5502.0
30-Jun-2019 00:00,01-Jul-2019 00:00,0.0,0.0,9.0,14307.0
01-Jul-2019 00:00,02-Jul-2019 00:00,0.0,0.0,35.0,7735.0
02-Jul-2019 00:00,03-Jul-2019 00:00,0.0,0.0,12.0,4947.0
03-Jul-2019 00:00,04-Jul-2019 00:00,0.0,0.0,5.0,3882.0
04-Jul-2019 00:00,05-Jul-2019 00:00,0.0,0.0,15.0,5427.0
05-Jul-2019 00:00,06-Jul-2019 00:00,0.0,0.0,7.0,3852.0
06-Jul-2019 00:00,07-Jul-2019 00:00,0.0,0.0,4.0,3630.0
07-Jul-2019 00:00,08-Jul-2019 00:00,0.0,0.0,6.0,4223.0
08-Jul-2019 00:00,09-Jul-2019 00:00,0.0,0.0,2.0,4126.0
09-Jul-2019 00:00,10-Jul-2019 00:00,0.0,0.0,8.0,6263.0
10-Jul-2019 00:00,11-Jul-2019 00:00,0.0,0.0,11.0,3720.0
11-Jul-2019 00:00,12-Jul-2019 00:00,0.0,0.0,17.0,2589.0
12-Jul-2019 00:00,13-Jul-2019 00:00,0.0,0.0,20.0,7467.0
13-Jul-2019 00:00,14-Jul-2019 00:00,0.0,0.0,2.0,2679.8754319969
14-Jul-2019 00:00,15-Jul-2019 00:00,0.0,0.0,30.0,7376.19711391951
15-Jul-2019 00:00,16-Jul-2019 00:00,0.0,0.0,9.0,5248.92745408359
16-Jul-2019 00:00,17-Jul-2019 00:00,0.0,0.0,2.0,1237.0
17-Jul-2019 00:00,18-Jul-2019 00:00,0.0,0.0,6.0,2389.0
18-Jul-2019 00:00,19-Jul-2019 00:00,0.0,0.0,13.0,4158.0
19-Jul-2019 00:00,20-Jul-2019 00:00,0.0,0.0,58.0,7560.0
20-Jul-2019 00:00,21-Jul-2019 00:00,0.0,0.0,4.0,4032.0
21-Jul-2019 00:00,22-Jul-2019 00:00,0.0,0.0,10.0,3629.0
22-Jul-2019 00:00,23-Jul-2019 00:00,0.0,0.0,4.0,5339.0
23-Jul-2019 00:00,24-Jul-2019 00:00,0.0,0.0,2.0,1569.0
24-Jul-2019 00:00,25-Jul-2019 00:00,0.0,0.0,3.0,1521.0
25-Jul-2019 00:00,26-Jul-2019 00:00,0.0,0.0,1.0,3971.0
26-Jul-2019 00:00,27-Jul-2019 00:00,0.0,0.0,59.0,8993.00190380976
27-Jul-2019 00:00,28-Jul-2019 00:00,0.0,0.0,6.0,3975.99809619024
28-Jul-2019 00:00,29-Jul-2019 00:00,0.0,0.0,0.0,2727.5818747324
29-Jul-2019 00:00,30-Jul-2019 00:00,0.0,0.0,5.0,4213.4181252676
30-Jul-2019 00:00,31-Jul-2019 00:00,0.0,0.0,5.0,2373.0
31-Jul-2019 00:00,01-Aug-2019 00:00,0.0,0.0,5.0,2838.0
01-Aug-2019 00:00,02-Aug-2019 00:00,0.0,0.0,3.0,673.0
02-Aug-2019 00:00,03-Aug-2019 00:00,0.0,0.0,4.0,2733.0
03-Aug-2019 00:00,04-Aug-2019 00:00,0.0,0.0,8.0,3142.0
04-Aug-2019 00:00,05-Aug-2019 00:00,0.0,0.0,10.0,7774.35436994996
05-Aug-2019 00:00,06-Aug-2019 00:00,0.0,0.0,7.0,6025.64563005004
06-Aug-2019 00:00,07-Aug-2019 00:00,0.0,0.0,4.0,2745.0
07-Aug-2019 00:00,08-Aug-2019 00:00,0.0,0.0,0.0,1368.0
08-Aug-2019 00:00,09-Aug-2019 00:00,0.0,0.0,9.0,1569.0
09-Aug-2019 00:00,10-Aug-2019 00:00,0.0,0.0,8.0,8674.0
10-Aug-2019 00:00,11-Aug-2019 00:00,0.0,0.0,6.0,3139.0
11-Aug-2019 00:00,12-Aug-2019 00:00,0.0,0.0,14.0,6411.0
12-Aug-2019 00:00,13-Aug-2019 00:00,0.0,0.0,5.0,3483.0
13-Aug-2019 00:00,14-Aug-2019 00:00,0.0,0.0,7.0,3585.0
14-Aug-2019 00:00,15-Aug-2019 00:00,0.0,0.0,6.0,6495.0
15-Aug-2019 00:00,16-Aug-2019 00:00,0.0,0.0,33.0,17180.0
16-Aug-2019 00:00,17-Aug-2019 00:00,0.0,0.0,6.0,9559.0
17-Aug-2019 00:00,18-Aug-2019 00:00,0.0,0.0,13.0,5188.0
18-Aug-2019 00:00,19-Aug-2019 00:00,0.0,0.0,1.0,2525.0
19-Aug-2019 00:00,20-Aug-2019 00:00,0.0,0.0,6.0,4661.0
20-Aug-2019 00:00,21-Aug-2019 00:00,0.0,0.0,5.0,1985.0
21-Aug-2019 00:00,22-Aug-2019 00:00,0.0,0.0,2.0,753.0
22-Aug-2019 00:00,23-Aug-2019 00:00,0.0,0.0,5.0,3468.0
23-Aug-2019 00:00,24-Aug-2019 00:00,0.0,0.0,6.0,3573.0
24-Aug-2019 00:00,25-Aug-2019 00:00,0.0,0.0,11.0,7609.0
25-Aug-2019 00:00,26-Aug-2019 00:00,0.0,0.0,7.0,3820.0
26-Aug-2019 00:00,27-Aug-2019 00:00,0.0,0.0,8.0,8167.0
27-Aug-2019 00:00,28-Aug-2019 00:00,0.0,0.0,2.0,3471.0
28-Aug-2019 00:00,29-Aug-2019 00:00,0.0,0.0,3.0,2904.0
29-Aug-2019 00:00,30-Aug-2019 00:00,0.0,0.0,19.0,5057.0
30-Aug-2019 00:00,31-Aug-2019 00:00,0.0,0.0,4.0,4320.0
31-Aug-2019 00:00,01-Sep-2019 00:00,0.0,0.0,1.0,1502.0
01-Sep-2019 00:00,02-Sep-2019 00:00,0.0,0.0,5.0,8215.0
02-Sep-2019 00:00,03-Sep-2019 00:00,0.0,0.0,0.0,157.0
03-Sep-2019 00:00,04-Sep-2019 00:00,0.0,0.0,2.0,235.0
04-Sep-2019 00:00,05-Sep-2019 00:00,0.0,0.0,0.0,3450.0
05-Sep-2019 00:00,06-Sep-2019 00:00,0.0,0.0,2.0,1942.0
06-Sep-2019 00:00,07-Sep-2019 00:00,0.0,0.0,0.0,928.0
07-Sep-2019 00:00,08-Sep-2019 00:00,0.0,0.0,5.0,2492.0
08-Sep-2019 00:00,09-Sep-2019 00:00,0.0,0.0,2.0,4250.0
09-Sep-2019 00:00,10-Sep-2019 00:00,0.0,0.0,6.0,4322.0
10-Sep-2019 00:00,11-Sep-2019 00:00,0.0,0.0,35.0,6988.0
11-Sep-2019 00:00,12-Sep-2019 00:00,0.0,0.0,11.0,3584.0
12-Sep-2019 00:00,13-Sep-2019 00:00,0.0,0.0,2.0,1695.0
13-Sep-2019 00:00,14-Sep-2019 00:00,0.0,0.0,14.0,6494.0
14-Sep-2019 00:00,15-Sep-2019 00:00,0.0,0.0,23.0,5939.0
15-Sep-2019 00:00,16-Sep-2019 00:00,0.0,0.0,34.0,21738.0
16-Sep-2019 00:00,17-Sep-2019 00:00,0.0,0.0,23.0,8901.0
17-Sep-2019 00:00,18-Sep-2019 00:00,0.0,0.0,14.0,6283.0
18-Sep-2019 00:00,19-Sep-2019 00:00,0.0,0.0,13.0,10138.0
19-Sep-2019 00:00,20-Sep-2019 00:00,0.0,0.0,5.0,1527.0
20-Sep-2019 00:00,21-Sep-2019 00:00,0.0,0.0,25.0,7298.0
21-Sep-2019 00:00,22-Sep-2019 00:00,0.0,0.0,14.0,3605.0
22-Sep-2019 00:00,23-Sep-2019 00:00,0.0,0.0,0.0,3010.0
23-Sep-2019 00:00,24-Sep-2019 00:00,0.0,0.0,3.0,5024.0
24-Sep-2019 00:00,25-Sep-2019 00:00,0.0,0.0,10.0,6384.0
25-Sep-2019 00:00,26-Sep-2019 00:00,0.0,0.0,6.0,4740.0
26-Sep-2019 00:00,27-Sep-2019 00:00,0.0,0.0,1.0,1743.0
27-Sep-2019 00:00,28-Sep-2019 00:00,0.0,0.0,66.0,7798.0
28-Sep-2019 00:00,29-Sep-2019 00:00,0.0,0.0,10.0,6028.0
29-Sep-2019 00:00,30-Sep-2019 00:00,0.0,0.0,19.0,7801.0
30-Sep-2019 00:00,01-Oct-2019 00:00,0.0,0.0,18.0,7403.0
01-Oct-2019 00:00,02-Oct-2019 00:00,0.0,0.0,21.0,5694.0
02-Oct-2019 00:00,03-Oct-2019 00:00,0.0,0.0,5.0,2612.0
03-Oct-2019 00:00,04-Oct-2019 00:00,0.0,0.0,1.0,1729.0
04-Oct-2019 00:00,05-Oct-2019 00:00,0.0,0.0,9.0,4028.0
05-Oct-2019 00:00,06-Oct-2019 00:00,0.0,0.0,7.0,3300.0
06-Oct-2019 00:00,07-Oct-2019 00:00,0.0,0.0,13.0,4526.0
07-Oct-2019 00:00,08-Oct-2019 00:00,0.0,0.0,0.0,179.0
08-Oct-2019 00:00,09-Oct-2019 00:00,0.0,0.0,2.0,3629.0
09-Oct-2019 00:00,10-Oct-2019 00:00,0.0,0.0,10.0,3278.0
10-Oct-2019 00:00,11-Oct-2019 00:00,0.0,0.0,0.0,1026.0
11-Oct-2019 00:00,12-Oct-2019 00:00,0.0,0.0,0.0,0.0
12-Oct-2019 00:00,13-Oct-2019 00:00,0.0,0.0,0.0,0.0
13-Oct-2019 00:00,14-Oct-2019 00:00,0.0,0.0,0.0,0.0
14-Oct-2019 00:00,15-Oct-2019 00:00,0.0,0.0,0.0,0.0
15-Oct-2019 00:00,16-Oct-2019 00:00,0.0,0.0,0.0,0.0
16-Oct-2019 00:00,17-Oct-2019 00:00,0.0,0.0,0.0,0.0
17-Oct-2019 00:00,18-Oct-2019 00:00,0.0,0.0,0.0,0.0
18-Oct-2019 00:00,19-Oct-2019 00:00,0.0,0.0,0.0,0.0
19-Oct-2019 00:00,20-Oct-2019 00:00,0.0,0.0,0.0,0.0
20-Oct-2019 00:00,21-Oct-2019 00:00,0.0,0.0,0.0,0.0
21-Oct-2019 00:00,22-Oct-2019 00:00,0.0,0.0,0.0,0.0
22-Oct-2019 00:00,23-Oct-2019 00:00,0.0,0.0,0.0,0.0
23-Oct-2019 00:00,24-Oct-2019 00:00,0.0,0.0,0.0,0.0
24-Oct-2019 00:00,25-Oct-2019 00:00,0.0,0.0,0.0,0.0
25-Oct-2019 00:00,26-Oct-2019 00:00,0.0,0.0,0.0,0.0
26-Oct-2019 00:00,27-Oct-2019 00:00,0.0,0.0,0.0,0.0
27-Oct-2019 00:00,28-Oct-2019 00:00,0.0,0.0,0.0,0.0
28-Oct-2019 00:00,29-Oct-2019 00:00,0.0,0.0,0.0,0.0
29-Oct-2019 00:00,30-Oct-2019 00:00,0.0,0.0,0.0,0.0
30-Oct-2019 00:00,31-Oct-2019 00:00,0.0,0.0,0.0,0.0
31-Oct-2019 00:00,01-Nov-2019 00:00,0.0,0.0,0.0,0.0
01-Nov-2019 00:00,02-Nov-2019 00:00,0.0,0.0,0.0,0.0
02-Nov-2019 00:00,03-Nov-2019 00:00,0.0,0.0,0.0,0.0
03-Nov-2019 00:00,04-Nov-2019 00:00,0.0,0.0,0.0,0.0
04-Nov-2019 00:00,05-Nov-2019 00:00,0.0,0.0,0.0,0.0
05-Nov-2019 00:00,06-Nov-2019 00:00,0.0,0.0,0.0,0.0
06-Nov-2019 00:00,07-Nov-2019 00:00,0.0,0.0,0.0,0.0
07-Nov-2019 00:00,08-Nov-2019 00:00,0.0,0.0,0.0,0.0
08-Nov-2019 00:00,09-Nov-2019 00:00,0.0,0.0,0.0,0.0
09-Nov-2019 00:00,10-Nov-2019 00:00,0.0,0.0,0.0,0.0
10-Nov-2019 00:00,11-Nov-2019 00:00,0.0,0.0,0.0,0.0
11-Nov-2019 00:00,12-Nov-2019 00:00,0.0,0.0,0.0,0.0
12-Nov-2019 00:00,13-Nov-2019 00:00,0.0,0.0,0.0,0.0
13-Nov-2019 00:00,14-Nov-2019 00:00,0.0,0.0,0.0,0.0
14-Nov-2019 00:00,15-Nov-2019 00:00,0.0,0.0,0.0,0.0
15-Nov-2019 00:00,16-Nov-2019 00:00,0.0,0.0,0.0,0.0
16-Nov-2019 00:00,17-Nov-2019 00:00,0.0,0.0,0.0,0.0
17-Nov-2019 00:00,18-Nov-2019 00:00,0.0,0.0,0.0,0.0
18-Nov-2019 00:00,19-Nov-2019 00:00,0.0,0.0,0.0,0.0
19-Nov-2019 00:00,20-Nov-2019 00:00,0.0,0.0,0.0,0.0
20-Nov-2019 00:00,21-Nov-2019 00:00,0.0,0.0,0.0,0.0
21-Nov-2019 00:00,22-Nov-2019 00:00,0.0,0.0,0.0,0.0
22-Nov-2019 00:00,23-Nov-2019 00:00,0.0,0.0,0.0,0.0
23-Nov-2019 00:00,24-Nov-2019 00:00,0.0,0.0,0.0,0.0
24-Nov-2019 00:00,25-Nov-2019 00:00,0.0,0.0,0.0,0.0
25-Nov-2019 00:00,26-Nov-2019 00:00,0.0,0.0,0.0,0.0
26-Nov-2019 00:00,27-Nov-2019 00:00,0.0,0.0,0.0,0.0
27-Nov-2019 00:00,28-Nov-2019 00:00,0.0,0.0,0.0,0.0
28-Nov-2019 00:00,29-Nov-2019 00:00,0.0,0.0,0.0,0.0
29-Nov-2019 00:00,30-Nov-2019 00:00,0.0,0.0,0.0,0.0
30-Nov-2019 00:00,01-Dec-2019 00:00,0.0,0.0,0.0,0.0
01-Dec-2019 00:00,02-Dec-2019 00:00,0.0,0.0,0.0,0.0
02-Dec-2019 00:00,03-Dec-2019 00:00,0.0,0.0,0.0,0.0
03-Dec-2019 00:00,04-Dec-2019 00:00,0.0,0.0,0.0,0.0
04-Dec-2019 00:00,05-Dec-2019 00:00,0.0,0.0,0.0,0.0
05-Dec-2019 00:00,06-Dec-2019 00:00,0.0,0.0,0.0,0.0
06-Dec-2019 00:00,07-Dec-2019 00:00,0.0,0.0,0.0,0.0
07-Dec-2019 00:00,08-Dec-2019 00:00,0.0,0.0,0.0,0.0
08-Dec-2019 00:00,09-Dec-2019 00:00,0.0,0.0,0.0,0.0
09-Dec-2019 00:00,10-Dec-2019 00:00,0.0,0.0,0.0,0.0
10-Dec-2019 00:00,11-Dec-2019 00:00,0.0,0.0,0.0,0.0
11-Dec-2019 00:00,12-Dec-2019 00:00,0.0,0.0,0.0,0.0
12-Dec-2019 00:00,13-Dec-2019 00:00,0.0,0.0,0.0,0.0
13-Dec-2019 00:00,14-Dec-2019 00:00,0.0,0.0,0.0,0.0
14-Dec-2019 00:00,15-Dec-2019 00:00,0.0,0.0,0.0,0.0
15-Dec-2019 00:00,16-Dec-2019 00:00,0.0,0.0,0.0,0.0
16-Dec-2019 00:00,17-Dec-2019 00:00,0.0,0.0,0.0,0.0
17-Dec-2019 00:00,18-Dec-2019 00:00,0.0,0.0,0.0,0.0
18-Dec-2019 00:00,19-Dec-2019 00:00,0.0,0.0,0.0,0.0
19-Dec-2019 00:00,20-Dec-2019 00:00,0.0,0.0,0.0,0.0
20-Dec-2019 00:00,21-Dec-2019 00:00,0.0,0.0,0.0,0.0
21-Dec-2019 00:00,22-Dec-2019 00:00,0.0,0.0,0.0,0.0
22-Dec-2019 00:00,23-Dec-2019 00:00,0.0,0.0,0.0,0.0
23-Dec-2019 00:00,24-Dec-2019 00:00,0.0,0.0,0.0,0.0
24-Dec-2019 00:00,25-Dec-2019 00:00,0.0,0.0,0.0,0.0
25-Dec-2019 00:00,26-Dec-2019 00:00,0.0,0.0,0.0,0.0
26-Dec-2019 00:00,27-Dec-2019 00:00,0.0,0.0,0.0,0.0
27-Dec-2019 00:00,28-Dec-2019 00:00,0.0,0.0,0.0,0.0
28-Dec-2019 00:00,29-Dec-2019 00:00,0.0,0.0,0.0,0.0
29-Dec-2019 00:00,30-Dec-2019 00:00,0.0,0.0,0.0,0.0
30-Dec-2019 00:00,31-Dec-2019 00:00,0.0,0.0,0.0,0.0
31-Dec-2019 00:00,01-Jan-2020 00:00,0.0,0.0,0.0,0.0
01-Jan-2020 00:00,02-Jan-2020 00:00,0.0,0.0,0.0,0.0
02-Jan-2020 00:00,03-Jan-2020 00:00,0.0,0.0,0.0,0.0
03-Jan-2020 00:00,04-Jan-2020 00:00,0.0,0.0,0.0,0.0
04-Jan-2020 00:00,05-Jan-2020 00:00,0.0,0.0,0.0,0.0
05-Jan-2020 00:00,06-Jan-2020 00:00,0.0,0.0,0.0,0.0
06-Jan-2020 00:00,07-Jan-2020 00:00,0.0,0.0,0.0,0.0
07-Jan-2020 00:00,08-Jan-2020 00:00,0.0,0.0,0.0,0.0
08-Jan-2020 00:00,09-Jan-2020 00:00,0.0,0.0,0.0,0.0
09-Jan-2020 00:00,10-Jan-2020 00:00,0.0,0.0,0.0,0.0
10-Jan-2020 00:00,11-Jan-2020 00:00,0.0,0.0,0.0,0.0
11-Jan-2020 00:00,12-Jan-2020 00:00,0.0,0.0,0.0,0.0
12-Jan-2020 00:00,13-Jan-2020 00:00,0.0,0.0,0.0,0.0
13-Jan-2020 00:00,14-Jan-2020 00:00,0.0,0.0,0.0,0.0
14-Jan-2020 00:00,15-Jan-2020 00:00,0.0,0.0,0.0,0.0
15-Jan-2020 00:00,16-Jan-2020 00:00,0.0,0.0,0.0,0.0
16-Jan-2020 00:00,17-Jan-2020 00:00,0.0,0.0,0.0,0.0
17-Jan-2020 00:00,18-Jan-2020 00:00,0.0,0.0,0.0,0.0
18-Jan-2020 00:00,19-Jan-2020 00:00,0.0,0.0,0.0,0.0
19-Jan-2020 00:00,20-Jan-2020 00:00,0.0,0.0,0.0,0.0
20-Jan-2020 00:00,21-Jan-2020 00:00,0.0,0.0,0.0,0.0
21-Jan-2020 00:00,22-Jan-2020 00:00,0.0,0.0,0.0,0.0
22-Jan-2020 00:00,23-Jan-2020 00:00,0.0,0.0,0.0,0.0
